"state_name","species_code","common_name","scientific_name","trend_period","season_code","state_trend_median","state_trend_lowerci","state_trend_upperci","rangewide_trend_median","rangewide_trend_lowerci","rangewide_trend_upperci","breeding_habitat_primary","breeding_habitat_secondary"
"Massachusetts","norsho","Northern Shoveler","Spatula clypeata","2012-2022","nonbreeding",-27.9,-35.5,-15.4,-17.6,-22.6,-13,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"Massachusetts","norshr4","Northern Shrike","Lanius borealis","2012-2022","nonbreeding",-54.3,-65.1,-38.1,-30.7,-34.7,-24.7,"Forests:  Boreal","Tundra:  Arctic"
"Massachusetts","norwat","Northern Waterthrush","Parkesia noveboracensis","2012-2022","breeding",-4.49,-15.8,7.59,21.6,16.2,26.5,"Forests:  Boreal","Forests:  Temperate Eastern"
"Massachusetts","nrwswa","Northern Rough-winged Swallow","Stelgidopteryx serripennis","2012-2022","breeding",-2.63,-9.03,5.93,-10.4,-13.5,-6,"Open Country Aerial:  Habitat Mosaic","Wetlands Aerial:  Lakes and Rivers"
"Massachusetts","nswowl","Northern Saw-whet Owl","Aegolius acadicus","2012-2022","breeding",-19.7,-31.9,-13.4,-47.1,-52.6,-42,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","orcori","Orchard Oriole","Icterus spurius","2012-2022","breeding",-14.5,-25,-8.28,5.6,1.21,13.1,"Forests:  Temperate Eastern",NA
"Massachusetts","osprey","Osprey","Pandion haliaetus","2012-2022","breeding",9.59,1.95,18.5,-5.66,-6.9,-2.82,"Wetlands:  Lakes and Rivers","Coasts:  Saltmarsh"
"Massachusetts","ovenbi1","Ovenbird","Seiurus aurocapilla","2012-2022","breeding",-11.7,-15.5,-7.76,-0.237,-2.99,3.14,"Forests:  Temperate Eastern","Forests:  Boreal"
"Massachusetts","palwar","Palm Warbler","Setophaga palmarum","2012-2022","nonbreeding",-14.4,-25.8,3.43,-2.37,-5.09,0.145,"Wetlands:  Boreal",NA
"Massachusetts","perfal","Peregrine Falcon","Falco peregrinus","2012-2022","breeding",28.6,-2.52,54.9,3.4,-2.6,9.15,"Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"Massachusetts","pibgre","Pied-billed Grebe","Podilymbus podiceps","2012-2022","breeding",39.2,-10.4,87.3,-18.1,-22.5,-10.8,"Wetlands:  Freshwater Marsh",NA
"Massachusetts","pilwoo","Pileated Woodpecker","Dryocopus pileatus","2012-2022","year_round",14.7,8.46,23.2,14,11.2,18.5,"Forests:  Temperate Generalist",NA
"Massachusetts","pingro","Pine Grosbeak","Pinicola enucleator","2012-2022","nonbreeding",62.2,18.2,83.2,-9.74,-13.7,-3.2,"Forests:  Boreal",NA
"Massachusetts","pinwar","Pine Warbler","Setophaga pinus","2012-2022","breeding",4.1,-2.74,9.97,14.2,8.41,19.9,"Forests:  Temperate Eastern",NA
"Massachusetts","pipplo","Piping Plover","Charadrius melodus","2012-2022","breeding",10.9,-5.6,25.6,-7.21,-15.1,1.54,"Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"Massachusetts","prawar","Prairie Warbler","Setophaga discolor","2012-2022","breeding",-2.92,-15.2,2.57,-12.4,-15.6,-7.16,"Forests:  Temperate Eastern",NA
"Massachusetts","purfin","Purple Finch","Haemorhous purpureus","2012-2022","breeding",-20.6,-24,-10.3,5.98,3.07,12,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","purmar","Purple Martin","Progne subis","2012-2022","breeding",30,4.89,59.1,0.506,-4.42,4.15,"Open Country Aerial:  Habitat Mosaic","Wetlands Aerial:  Lakes and Rivers"
"Massachusetts","pursan","Purple Sandpiper","Calidris maritima","2012-2022","nonbreeding",-33.1,-41.9,-23.2,-19.1,-27.4,0.67,"Wetlands:  Tundra","Tundra:  Arctic"
"Massachusetts","rebmer","Red-breasted Merganser","Mergus serrator","2012-2022","nonbreeding",-20.5,-25.3,-12.9,-14.6,-30.1,3.55,"Wetlands:  Tundra","Wetlands:  Boreal"
"Massachusetts","rebnut","Red-breasted Nuthatch","Sitta canadensis","2012-2022","breeding",11.7,8.66,18.6,10.8,8.65,14.2,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","rebwoo","Red-bellied Woodpecker","Melanerpes carolinus","2012-2022","year_round",52.9,40.9,67.2,15.7,13.5,18.3,"Forests:  Temperate Eastern",NA
"Massachusetts","redcro","Red Crossbill","Loxia curvirostra","2012-2022","breeding",56.7,34.7,83,7.56,-1.91,17.3,"Forests:  Temperate Generalist",NA
"Massachusetts","reevir1","Red-eyed Vireo","Vireo olivaceus","2012-2022","breeding",-4.61,-7.25,-1.21,12.2,8.8,14,"Forests:  Temperate Generalist",NA
"Massachusetts","rehwoo","Red-headed Woodpecker","Melanerpes erythrocephalus","2012-2022","breeding",70.9,41.4,87,22,16.6,30.4,"Forests:  Temperate Eastern",NA
"Massachusetts","rengre","Red-necked Grebe","Podiceps grisegena","2012-2022","nonbreeding",-44.8,-53.7,-34.6,2.36,-2.85,8.24,"Wetlands:  Lakes and Rivers",NA
"Massachusetts","reshaw","Red-shouldered Hawk","Buteo lineatus","2012-2022","breeding",108,71.1,130,34,29.8,39.7,"Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","rethaw","Red-tailed Hawk","Buteo jamaicensis","2012-2022","breeding",-4.57,-15,7.52,-6.03,-9.73,-3.15,"Open Country:  Habitat Mosaic",NA
"Massachusetts","rewbla","Red-winged Blackbird","Agelaius phoeniceus","2012-2022","breeding",-16.1,-20,-12.3,-6.22,-9,-3.04,"Open Country:  Habitat Mosaic","Wetlands:  Freshwater Marsh"
"Massachusetts","ribgul","Ring-billed Gull","Larus delawarensis","2012-2022","nonbreeding",-36.3,-40.9,-32.1,-30.6,-34.4,-26.4,"Wetlands:  Generalist",NA
"Massachusetts","rinduc","Ring-necked Duck","Aythya collaris","2012-2022","nonbreeding",-24.6,-31.6,-11.8,-10.9,-16.1,-6.83,"Wetlands:  Boreal",NA
"Massachusetts","robgro","Rose-breasted Grosbeak","Pheucticus ludovicianus","2012-2022","breeding",-25.7,-28.2,-16,8.54,4.83,15.6,"Forests:  Temperate Eastern",NA
"Massachusetts","rocpig","Rock Pigeon","Columba livia","2012-2022","year_round",-18.4,-26.8,-7.62,-19.9,-24.1,-13.5,"Open Country:  Developed/Disturbed",NA
"Massachusetts","rolhaw","Rough-legged Hawk","Buteo lagopus","2012-2022","nonbreeding",-15.6,-36.4,4.82,-17.1,-23,-14.7,"Tundra:  Arctic",NA
"Massachusetts","royter1","Royal Tern","Thalasseus maximus","2012-2022","breeding",-23.1,-33.7,-8.62,7.87,1.74,15.6,"Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"Massachusetts","rthhum","Ruby-throated Hummingbird","Archilochus colubris","2012-2022","breeding",15.7,5.72,23.2,18,13.1,20.6,"Forests:  Temperate Eastern",NA
"Massachusetts","rudduc","Ruddy Duck","Oxyura jamaicensis","2012-2022","breeding",-15.6,-30,13.8,-8.59,-12.3,-4.83,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"Massachusetts","rudtur","Ruddy Turnstone","Arenaria interpres","2012-2022","nonbreeding",-33.5,-40.6,-21.6,-10.8,-16.3,-4.09,"Coasts:  Tundra","Wetlands:  Tundra"
"Massachusetts","rufgro","Ruffed Grouse","Bonasa umbellus","2012-2022","year_round",-36.3,-41.3,-31,4.33,0.663,8.74,"Forests:  Temperate Generalist",NA
"Massachusetts","rusbla","Rusty Blackbird","Euphagus carolinus","2012-2022","nonbreeding",-37.7,-48.2,-32.6,-16.2,-21.5,-9.31,"Wetlands:  Boreal",NA
"Massachusetts","sancra","Sandhill Crane","Antigone canadensis","2012-2022","nonbreeding",21.1,6.25,46,-1.05,-8.18,7.34,"Wetlands:  Generalist",NA
"Massachusetts","sander","Sanderling","Calidris alba","2012-2022","nonbreeding",-4.72,-19.7,8.78,-0.127,-5.17,5.42,"Tundra:  Arctic","Wetlands:  Tundra"
"Massachusetts","savspa","Savannah Sparrow","Passerculus sandwichensis","2012-2022","breeding",-39.2,-43.5,-31.4,-18.4,-21.8,-14.2,"Grasslands:  Temperate","Tundra:  Arctic"
"Massachusetts","scatan","Scarlet Tanager","Piranga olivacea","2012-2022","breeding",-22.8,-26.8,-14.7,-10.9,-14.6,-7.21,"Forests:  Temperate Eastern",NA
"Massachusetts","seaspa","Seaside Sparrow","Ammospiza maritima","2012-2022","breeding",46.8,-9.14,109,-24.7,-32,-15.5,"Coasts:  Saltmarsh",NA
"Massachusetts","shbdow","Short-billed Dowitcher","Limnodromus griseus","2012-2022","nonbreeding",-38.8,-51.4,-23.8,-20.5,-24.1,-14.5,"Wetlands:  Boreal",NA
"Massachusetts","sheowl","Short-eared Owl","Asio flammeus","2012-2022","nonbreeding",-19.3,-36.2,12.9,-3.8,-11.7,6.15,"Tundra:  Arctic","Grasslands:  Temperate"
"Massachusetts","shshaw","Sharp-shinned Hawk","Accipiter striatus","2012-2022","breeding",-51,-56.3,-43.5,-41.2,-46.4,-29.3,"Forests:  Temperate Generalist",NA
"Massachusetts","snobun","Snow Bunting","Plectrophenax nivalis","2012-2022","nonbreeding",-32.8,-42.1,-25.3,-17.5,-24.1,-10.9,"Tundra:  Arctic",NA
"Massachusetts","snoegr","Snowy Egret","Egretta thula","2012-2022","breeding",-36.2,-42.3,-27.8,-15.6,-19.6,-13.8,"Wetlands:  Generalist","Coasts:  Saltmarsh"
"Massachusetts","snogoo","Snow Goose","Anser caerulescens","2012-2022","nonbreeding",-47.5,-55.5,-34.9,33.4,24.1,54.7,"Wetlands:  Tundra","Tundra:  Arctic"
"Massachusetts","snoowl1","Snowy Owl","Bubo scandiacus","2012-2022","nonbreeding",-32,-54,-24.1,-51.8,-55.6,-44.4,"Tundra:  Arctic",NA
"Massachusetts","sonspa","Song Sparrow","Melospiza melodia","2012-2022","breeding",-5.61,-8.94,-1.89,-2.41,-4.24,-0.633,"Open Country:  Habitat Mosaic",NA
"Massachusetts","sora","Sora","Porzana carolina","2012-2022","breeding",-10.9,-23.4,11.1,-7.95,-13,-2.48,"Wetlands:  Freshwater Marsh",NA
"Massachusetts","sposan","Spotted Sandpiper","Actitis macularius","2012-2022","breeding",-16.3,-31.7,-2.12,5.63,-4.21,12.4,"Wetlands:  Generalist",NA
"Massachusetts","sstspa","Saltmarsh Sparrow","Ammospiza caudacuta","2012-2022","breeding",-1.24,-25.2,15.3,14.7,-0.34,29.8,"Coasts:  Saltmarsh",NA
"Massachusetts","sursco","Surf Scoter","Melanitta perspicillata","2012-2022","nonbreeding",-11.3,-23.3,-1.55,-19.6,-25.9,-13.6,"Wetlands:  Boreal",NA
"Massachusetts","swaspa","Swamp Sparrow","Melospiza georgiana","2012-2022","breeding",-11.3,-16.8,-6.52,5.15,-1.09,10,"Wetlands:  Boreal","Wetlands:  Freshwater Marsh"
"Massachusetts","swathr","Swainson's Thrush","Catharus ustulatus","2012-2022","breeding",-19.8,-35.6,-0.579,-7.02,-9.4,-4.21,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","treswa","Tree Swallow","Tachycineta bicolor","2012-2022","breeding",-15.3,-19.3,-11.3,-13.4,-16.5,-9.79,"Wetlands Aerial:  Generalist",NA
"Massachusetts","tuftit","Tufted Titmouse","Baeolophus bicolor","2012-2022","year_round",-0.444,-4.95,5.19,1.17,-1,3.3,"Forests:  Temperate Eastern",NA
"Massachusetts","tunswa","Tundra Swan","Cygnus columbianus","2012-2022","nonbreeding",-16.6,-31.8,3.29,-27.3,-32.5,-21,"Wetlands:  Tundra",NA
"Massachusetts","turvul","Turkey Vulture","Cathartes aura","2012-2022","breeding",28.4,8.7,35.3,11.5,8.12,15.1,"Open Country:  Habitat Mosaic",NA
"Massachusetts","uplsan","Upland Sandpiper","Bartramia longicauda","2012-2022","breeding",-55.2,-73,-29.5,-8.56,-12.7,-1.99,"Grasslands:  Temperate",NA
"Massachusetts","veery","Veery","Catharus fuscescens","2012-2022","breeding",-24,-28,-16.9,-1.26,-3.05,1.02,"Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","vesspa","Vesper Sparrow","Pooecetes gramineus","2012-2022","breeding",-63.4,-81.6,-49,-17.5,-20.9,-12.5,"Grasslands:  Temperate",NA
"Massachusetts","virrai","Virginia Rail","Rallus limicola","2012-2022","breeding",20.5,0.299,59.7,13.4,2.48,24.7,"Wetlands:  Freshwater Marsh",NA
"Massachusetts","warvir","Warbling Vireo","Vireo gilvus","2012-2022","breeding",-6.16,-21.9,5.72,18.2,15.4,23,"Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","whbnut","White-breasted Nuthatch","Sitta carolinensis","2012-2022","year_round",5.71,-0.781,11,13.2,10.4,16.1,"Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","whevir","White-eyed Vireo","Vireo griseus","2012-2022","breeding",-22,-37.2,-8.63,20.6,18.4,23.3,"Forests:  Temperate Eastern","Forests:  Tropical Dry"
"Massachusetts","whtspa","White-throated Sparrow","Zonotrichia albicollis","2012-2022","breeding",-45,-51.4,-35.1,-2.17,-5.2,1.73,"Forests:  Boreal",NA
"Massachusetts","whwcro","White-winged Crossbill","Loxia leucoptera","2012-2022","nonbreeding",57.9,27.4,79.7,22.7,15.9,32.7,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","whwsco2","White-winged Scoter","Melanitta deglandi","2012-2022","nonbreeding",-20.2,-32.7,-5.69,-17.9,-37,7.08,"Wetlands:  Lakes and Rivers",NA
"Massachusetts","wilfly","Willow Flycatcher","Empidonax traillii","2012-2022","breeding",-35.8,-44.3,-30.4,-0.661,-3.46,3.82,"Open Country:  Habitat Mosaic","Forests:  Temperate Western"
"Massachusetts","willet1","Willet","Tringa semipalmata","2012-2022","breeding",4.68,-5.96,18.5,-3.68,-6.32,-0.302,"Wetlands:  Seasonally Wet Grasslands","Coasts:  Saltmarsh"
"Massachusetts","wilsni1","Wilson's Snipe","Gallinago delicata","2012-2022","breeding",-27.1,-37.9,-17.3,11.5,6.9,17.1,"Wetlands:  Generalist",NA
"Massachusetts","wiltur","Wild Turkey","Meleagris gallopavo","2012-2022","year_round",6.49,-12.6,20.2,-2.47,-6.02,6.52,"Forests:  Temperate Generalist",NA
"Massachusetts","winwre3","Winter Wren","Troglodytes hiemalis","2012-2022","breeding",8.01,-4.6,28.1,-5.16,-9.84,6.04,"Forests:  Boreal","Forests:  Temperate Eastern"
"Massachusetts","woewar1","Worm-eating Warbler","Helmitheros vermivorum","2012-2022","breeding",-29,-43.3,-13.9,-19.2,-21.7,-16.8,"Forests:  Temperate Eastern",NA
"Massachusetts","wooduc","Wood Duck","Aix sponsa","2012-2022","breeding",-6.06,-25.5,9.86,5.11,0.495,9.26,"Wetlands:  Forested","Forests:  Temperate Eastern"
"Massachusetts","woothr","Wood Thrush","Hylocichla mustelina","2012-2022","breeding",-23.8,-31.2,-11.3,12.4,8.09,15.3,"Forests:  Temperate Eastern",NA
"Massachusetts","y00478","Iceland Gull","Larus glaucoides","2012-2022","nonbreeding",-23.2,-32.1,-1.55,-23.2,-31.2,-16.8,"Coasts:  Cliffs and Islands","Coasts:  Marine Waters"
"Massachusetts","ycnher","Yellow-crowned Night Heron","Nyctanassa violacea","2012-2022","breeding",-14.9,-24.3,3.65,-6.2,-10.1,-2.64,"Wetlands:  Generalist","Coasts:  Mangroves"
"Massachusetts","yebcuc","Yellow-billed Cuckoo","Coccyzus americanus","2012-2022","breeding",90.2,78.3,166,19.3,14.7,25.9,"Forests:  Temperate Eastern",NA
"Massachusetts","yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius","2012-2022","breeding",-4.44,-13.3,9.81,-14.4,-18.8,-8.83,"Forests:  Boreal","Forests:  Temperate Eastern"
"Massachusetts","yelwar","Yellow Warbler","Setophaga petechia","2012-2022","breeding",-16.1,-23.9,-11.8,0.782,-1.45,2.83,"Forests:  Temperate Generalist","Wetlands:  Generalist"
"Massachusetts","yerwar","Yellow-rumped Warbler","Setophaga coronata","2012-2022","breeding",-26.5,-29.6,-20.5,-9.56,-12.3,-7.61,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","yetvir","Yellow-throated Vireo","Vireo flavifrons","2012-2022","breeding",-6.9,-19.4,1.01,19.9,15.4,28.2,"Forests:  Temperate Eastern",NA
